building_a,building_b,original_edge_gap_m,new_edge_gap_m,gap_ratio
building_110,building_268,33.2289085978,110.3959067294,3.3222850641
building_111,building_183,33.7770968689,114.7593639143,3.397549658
building_111,building_226,16.3954277251,72.2250632895,4.4051954301
building_111,building_245,1.3608520087,32.1773512043,23.6450040105
building_111,building_271,12.4180122955,58.4468044284,4.7066151199
building_113,building_143,34.5225711767,112.243281113,3.2513013164
building_113,building_145,26.5105053571,98.2747254442,3.7070106405
building_113,building_161,8.3198784078,45.2972379098,5.4444591242
building_113,building_179,24.9048587318,89.7994603019,3.6057004486
building_113,building_188,28.5253784879,98.043044147,3.4370462144
building_113,building_210,26.756765593,99.5290948528,3.7197730236
building_113,building_214,34.7007208282,114.3191271075,3.2944309046
building_114,building_133,17.5613785293,67.9584315845,3.8697663439
building_114,building_141,33.2146094008,107.1506727448,3.2260103213
building_114,building_150,29.4310995075,92.8283005124,3.1540887723
building_114,building_227,11.7637835686,43.8923227983,3.7311399468
building_116,building_172,20.9100655061,79.964149058,3.8241940961
building_116,building_190,29.9950061577,114.7363703294,3.8251824229
building_116,building_195,27.0883948247,99.5728241417,3.6758480813
building_116,building_236,27.5405506497,100.0602405429,3.6331968019
building_116,building_266,29.390622868,111.6132484304,3.7975802327
building_117,building_183,31.9749945521,114.3223331495,3.5753667749
building_117,building_207,28.8501433494,101.5846719147,3.5211149797
building_117,building_241,2.1317821404,32.8955788552,15.4310228194
building_118,building_159,7.1010079179,51.5794046711,7.2636737302
building_118,building_166,15.0594264864,69.1463930412,4.591568816
building_118,building_182,22.1087864547,85.1324265131,3.8506150796
building_118,building_187,27.7345704501,103.7634540359,3.7413038079
building_118,building_265,33.1415472724,112.7882640008,3.4032286747
building_119,building_124,26.9838194267,97.5198882722,3.6140135216
building_120,building_121,27.6818617566,99.48891894,3.5940111187
building_120,building_153,1.7749073895,33.7133780283,18.994443444
building_120,building_175,31.9838429927,116.6273462108,3.6464456831
building_120,building_184,26.3466469071,104.6298801732,3.9712787947
building_120,building_211,23.7335857455,94.4695229797,3.9804150958
building_121,building_153,29.5717320482,104.5894885109,3.5368063102
building_121,building_184,14.5280096162,59.5647191708,4.0999917225
building_121,building_189,4.757027955,38.1794469642,8.0259034265
building_124,building_137,26.6723483937,98.0920623786,3.6776687576
building_124,building_174,26.8787476585,99.4404988007,3.699595683
building_124,building_266,21.6335774966,83.363276281,3.8534207435
building_125,building_132,20.5929353468,78.6009579807,3.8168894651
building_125,building_234,27.9391615969,103.1898590626,3.6933770795
building_125,building_247,3.9634090007,40.2736113529,10.1613563843
building_125,building_265,16.9067709268,77.429396777,4.5797862355
building_126,building_145,15.0649119812,66.9087947252,4.4413664553
building_126,building_159,31.5062230966,112.5148749173,3.5711952706
building_126,building_166,27.2205938485,97.43752353,3.57955172
building_126,building_187,29.5591464797,107.1759220985,3.6258124764
building_126,building_210,26.6039588981,99.9418605448,3.7566536968
building_126,building_214,15.6222400518,59.1803811361,3.7882135302
building_126,building_219,21.1565081844,77.7654968085,3.6757245634
building_126,building_254,34.7009402646,126.9367698939,3.6580210486
building_126,building_265,20.4771469099,86.2938894888,4.2141559011
building_126,building_273,2.6256612996,34.6202444944,13.1853428697
building_127,building_135,15.4804420738,68.2077542565,4.4060598484
building_127,building_234,25.0357063605,96.8070566336,3.8667595489
building_127,building_268,1.8936740782,29.8018643272,15.7375889915
building_128,building_167,26.8620200267,98.2943839917,3.6592327715
building_128,building_204,12.3633599936,58.2064769157,4.7079820491
building_128,building_206,26.6243246809,96.0239117671,3.6066233761
building_128,building_243,2.1333943851,33.987414477,15.9311446186
building_128,building_252,29.5809701494,106.7947462483,3.6102516486
building_128,building_258,24.3813694751,89.8299311713,3.6843677408
building_129,building_178,14.619347845,61.5187669274,4.2080377032
building_129,building_244,20.5930000349,77.7027343992,3.7732595672
building_129,building_259,2.1303000023,32.5221004756,15.2664415533
building_130,building_146,29.5975363814,99.1343362442,3.349411754
building_130,building_147,8.3650100747,45.6702453111,5.4596760677
building_130,building_148,25.2693799631,90.0928290616,3.5652963861
building_130,building_155,4.7541800253,47.732424228,10.0400960784
building_130,building_188,25.5367550313,94.7777320905,3.7114242579
building_130,building_191,16.0261795126,67.0480088087,4.1836551722
building_130,building_228,23.6700527359,92.2941553849,3.8991951735
building_131,building_157,32.4004468304,116.3907015756,3.5922560632
building_132,building_135,27.8125710346,94.9877886827,3.4152825557
building_132,building_159,13.2106725839,71.6893323637,5.4266224455
building_132,building_234,28.0503061312,99.2888411921,3.5396705023
building_132,building_265,6.8408379501,51.0911483799,7.4685511852
building_133,building_146,30.9022948742,91.983524627,2.9765920299
building_133,building_150,17.6905449351,69.9779480789,3.9556694458
building_134,building_198,31.2342440358,118.4287933511,3.791633094
building_134,building_217,3.9482223671,35.551534256,9.0044407206
building_134,building_229,27.5748000289,99.5763672637,3.6111365145
building_135,building_212,29.6478669037,108.6852903008,3.665872174
building_135,building_234,1.6569163354,32.2938126834,19.4903097965
building_135,building_268,15.0571456041,64.6962624641,4.2967149395
building_136,building_215,4.0238500072,33.85709429,8.4141044594
building_136,building_229,2.9129535318,37.586128131,12.9030991125
building_136,building_252,27.749168922,103.7437948405,3.7386270966
building_136,building_263,13.6327035793,67.8857860485,4.9796275298
building_137,building_174,1.6568658574,31.2541277521,18.8634026177
building_137,building_274,21.3043428821,84.684459975,3.9749857784
building_141,building_142,11.8067875685,44.9759438627,3.8093294727
building_141,building_143,32.9014162514,97.3816315976,2.9598006011
building_141,building_175,30.160754122,100.9374635697,3.3466491972
building_141,building_176,0.7101015644,17.0148243153,23.9611136873
building_141,building_211,26.22093784,103.851094274,3.9606170804
building_141,building_218,15.504284224,69.2313377871,4.4653037049
building_141,building_227,13.3156581681,61.3515548344,4.607474453
building_142,building_143,11.8351000422,44.0715374582,3.7237993174
building_142,building_150,34.0056969411,110.1518706787,3.2392181483
building_142,building_176,1.8935419441,19.6790475169,10.3927180376
building_142,building_179,22.2472060356,70.0313249063,3.1478705593
building_142,building_211,27.78394934,102.1485120214,3.6765295952
building_142,building_218,8.0600800217,48.7435254684,6.0475237637
building_142,building_227,31.0090591283,102.6717252236,3.311023556
building_143,building_148,33.2828257589,108.8378066194,3.2700891267
building_143,building_161,30.5343678579,96.6137187798,3.1640975582
building_143,building_176,23.1966210531,72.2715827059,3.1156081974
building_143,building_179,1.6566985965,18.0821720444,10.9145816158
building_143,building_188,33.915733543,107.2734191227,3.1629396718
building_143,building_191,34.9722576123,113.8795057544,3.256281222
building_143,building_218,15.09570617,65.4010712681,4.3324287404
building_144,building_242,23.1244259884,87.0398778007,3.7639800376
building_145,building_156,20.6798861067,79.2604313588,3.8327305552
building_145,building_161,28.6802747625,111.8577258457,3.9001622813
building_145,building_210,1.188582147,29.1742960136,24.5454603931
building_145,building_214,2.1393487272,38.4305628313,17.9636738704
building_145,building_219,12.1858832901,61.9379366783,5.0827613562
building_145,building_273,10.7251372864,54.1377090404,5.0477404246
building_146,building_147,13.9653294746,50.4267579622,3.6108534391
building_146,building_148,12.9595076468,56.45107681,4.3559584475
building_146,building_150,15.1097237989,64.1741747929,4.2472103161
building_146,building_191,13.9192972768,61.2913727109,4.4033381493
building_147,building_148,16.7570861861,70.8717430269,4.2293595819
building_147,building_150,33.2157226512,107.4963052655,3.2363078893
building_147,building_155,24.2237455423,95.271992927,3.9330000705
building_147,building_191,12.8560597175,59.1148267065,4.5982072272
building_148,building_150,11.3565483552,42.647548242,3.7553266105
building_148,building_155,27.1664077309,91.7629788255,3.3778105569
building_148,building_179,33.5172001339,109.7200814143,3.273545552
building_148,building_188,33.5027656711,111.0470718875,3.3145643252
building_148,building_191,1.165450157,16.583586756,14.2293401883
building_150,building_191,21.5298413206,67.3375492623,3.1276379728
building_150,building_227,33.8025162557,110.0901398203,3.2568622699
building_153,building_209,20.8909263199,77.6648781206,3.7176368789
building_153,building_211,28.642722054,108.9880044958,3.8050854346
building_154,building_235,27.2205451859,100.3557504425,3.686764896
building_154,building_260,21.1570266887,81.4590963034,3.8502147538
building_155,building_156,29.2971454045,111.8495393871,3.8177623739
building_155,building_161,21.3941145451,82.0826236711,3.8366917919
building_155,building_179,29.6237463022,107.0155479866,3.6124920493
building_155,building_188,1.4262783165,29.5780246658,20.7379053042
building_155,building_191,18.3512080611,69.5650200879,3.7907597067
building_156,building_161,30.6212057772,104.4396010727,3.4106952493
building_156,building_188,27.0508593819,98.1616981874,3.6287829825
building_156,building_210,2.3663171362,34.7427933025,14.6822219099
building_156,building_219,16.1394164981,69.4911666189,4.3056802349
building_156,building_273,27.1994000232,100.0437682807,3.678160849
building_157,building_180,2.2698382195,34.2631565159,15.0949773518
building_157,building_223,11.5820738113,66.2557610819,5.7205438475
building_157,building_253,22.2568834247,84.095261175,3.7783933883
building_158,building_200,2.159758691,29.9671556255,13.8752332615
building_158,building_272,28.0636221811,103.9830753238,3.7052620882
building_159,building_166,7.0900653883,51.3816291741,7.2469894649
building_159,building_182,27.7232008464,112.1098215966,4.0438989068
building_159,building_187,26.2171266683,99.6382791649,3.8005034047
building_159,building_265,2.9107616712,39.5015581291,13.570866526
building_161,building_179,19.8827904002,70.4344765578,3.5424844873
building_161,building_188,1.1886000042,35.6320548687,29.9781715823
building_161,building_210,27.4572698021,98.5373294395,3.5887519098
building_162,building_165,21.3031000925,78.619817028,3.690534086
building_162,building_233,26.777682995,102.5810451788,3.830840973
building_162,building_251,2.1303000094,34.9710382451,16.4160156274
building_165,building_216,28.6665907831,105.5093978997,3.6805701347
building_165,building_233,30.3789396688,115.8081358467,3.81211909
building_165,building_251,2.1302769341,28.3047394784,13.2868825761
building_166,building_182,14.6330650631,64.4180947058,4.4022284073
building_166,building_187,2.3771272837,33.0752873527,13.9139740558
building_166,building_219,33.7328668918,122.6529288575,3.6360066653
building_166,building_254,20.4434462298,76.427963148,3.7385068197
building_166,building_265,24.8920056669,91.1763286797,3.662875941
building_166,building_273,28.55061639,104.3811645674,3.6560038894
building_167,building_206,2.6037000019,34.2680666174,13.1612960758
building_167,building_235,7.5807293694,45.684235512,6.0263641249
building_167,building_243,26.3356997569,95.5973820129,3.6299541267
building_167,building_258,28.431590079,108.4576653002,3.8146886966
building_169,building_193,29.2777731657,107.1603553297,3.6601265651
building_169,building_197,1.6639837233,29.255707107,17.5817267308
building_169,building_216,25.1978732811,95.5825543095,3.7932786328
building_169,building_254,24.3257373711,97.1145808334,3.9922564053
building_170,building_171,1.4202109784,32.1754197998,22.6553802849
building_170,building_183,27.0408876824,102.9710300068,3.8079752121
building_170,building_256,12.4516596263,64.119805238,5.1494987144
building_170,building_257,33.0767929262,117.0609030378,3.5390644824
building_171,building_208,21.777811489,85.42679036,3.9226526689
building_171,building_256,24.9237672249,98.1350066467,3.9374066433
building_172,building_190,27.5600224341,103.1508042356,3.7427692406
building_172,building_194,30.3014384358,103.5649602715,3.4178232327
building_172,building_236,29.2972506603,112.6659833709,3.8456162552
building_174,building_274,1.0980569812,36.6867055232,33.4105662566
building_175,building_176,31.7631556425,108.1200250911,3.4039446933
building_175,building_211,14.4387101901,57.2796488903,3.9670890361
building_175,building_218,21.0067003661,82.6991166887,3.9367970813
building_176,building_179,33.3756259279,98.0219992403,2.9369336609
building_176,building_211,25.6770238682,99.3356724344,3.8686598939
building_176,building_218,10.4303223353,55.0221856212,5.2752143081
building_176,building_227,21.4382272003,80.2023444354,3.7410903283
building_178,building_244,28.6126155005,104.8367664883,3.6640050081
building_178,building_259,11.1727963182,62.3104306332,5.5769772274
building_179,building_188,23.3180952395,82.9966614168,3.5593242314
building_179,building_191,34.705689027,111.3067158327,3.2071605248
building_179,building_218,22.9571414846,83.5203704586,3.6380997397
building_180,building_223,32.5557560502,115.0308561135,3.5333492466
building_180,building_253,2.0385411803,33.4726615229,16.4199094167
building_181,building_182,29.3508226842,103.19337256,3.5158596292
building_181,building_190,13.4143534041,65.8712832186,4.9105075164
building_181,building_193,21.3958304398,81.6978266422,3.8183994247
building_181,building_194,28.5904757304,106.544160765,3.7265613126
building_181,building_195,15.5100879769,70.8171775629,4.5658785217
building_181,building_236,11.8350547291,56.8497352907,4.8035042163
building_181,building_266,27.4079782436,101.8425750927,3.7158003479
building_182,building_187,6.3909241569,47.5896967708,7.4464499346
building_182,building_197,21.6321794952,81.7148782385,3.7774685744
building_182,building_254,10.5125543123,58.0722690073,5.5240874179
building_183,building_256,3.089068848,35.2904450663,11.4242986487
building_184,building_189,16.2366030548,74.3940343334,4.5818718412
building_186,building_202,12.6086813494,64.5835074745,5.1221460583
building_186,building_242,1.8571514345,38.0411619174,20.483607966
building_186,building_272,1.6193136302,33.2291043532,20.5204870341
building_187,building_197,25.9182525908,98.6954635178,3.8079520667
building_187,building_219,25.6529821713,100.3351263477,3.9112460952
building_187,building_254,1.2986500508,28.2454401895,21.7498472147
building_187,building_273,25.5636400918,96.2446569829,3.7649042404
building_188,building_191,25.9853950874,93.1931941361,3.5863681819
building_188,building_210,34.6218043311,116.56014604,3.3666687306
building_190,building_193,12.1858937309,65.3937450335,5.3663478837
building_190,building_194,2.3771923161,37.2375203537,15.6644963479
building_190,building_195,22.3454418714,85.0873916082,3.8078187085
building_190,building_233,21.3946193145,82.1386141192,3.8392183059
building_190,building_236,1.4263000033,28.866842874,20.2389699268
building_193,building_194,15.8680276972,62.619121614,3.9462447891
building_193,building_197,28.6408201146,100.5786694529,3.5117244915
building_193,building_233,16.7173863415,71.8270585774,4.2965483426
building_193,building_236,26.0417547498,99.1588466803,3.8076868334
building_194,building_233,1.8081031589,29.3579427937,16.2368737919
building_194,building_236,21.8700594945,82.3642555511,3.766073685
building_195,building_236,2.8525421118,39.9606090791,14.0087709535
building_195,building_266,1.5028419544,27.9352684738,18.588294259
building_197,building_254,12.0663103308,64.7906089184,5.3695460453
building_198,building_213,17.0115260835,76.793443089,4.5142007079
building_198,building_217,27.6315411125,100.4364931808,3.6348494922
building_198,building_229,21.5607233112,79.5045132117,3.6874696672
building_198,building_250,3.2322281398,35.7592345707,11.0633386704
building_198,building_257,12.8385950836,60.4530587015,4.7086973542
building_200,building_202,34.9066623642,114.9045664223,3.2917660595
building_200,building_272,27.3362194349,105.5973502926,3.8629098125
building_202,building_242,25.5944678663,98.5447417992,3.8502360086
building_202,building_272,6.4085870869,50.5885648845,7.8938718003
building_204,building_243,10.7455914393,63.9981509581,5.955758817
building_204,building_244,30.371349079,110.0505416081,3.6234986244
building_204,building_252,24.1435183959,88.4344149332,3.6628636093
building_204,building_258,27.1831617648,103.3065068598,3.8003859799
building_206,building_235,28.6417963447,96.5687208227,3.3716014059
building_206,building_243,27.8983722995,106.6493383285,3.8227799523
building_207,building_241,15.7173973905,69.979394832,4.4523525806
building_207,building_245,29.724683273,112.2598946034,3.776655703
building_208,building_252,31.7970888105,108.7340144956,3.4196216875
building_208,building_263,28.7635375391,100.055985417,3.4785702308
building_208,building_269,2.0135345829,39.5041390883,19.619300023
building_209,building_271,27.4523405415,102.1803062617,3.7220981616
building_210,building_214,21.1563868687,83.6507242463,3.9539229815
building_210,building_219,12.5451118073,57.8719362661,4.6131064557
building_210,building_273,13.1677110327,66.3102771371,5.0358241438
building_211,building_218,2.6040843991,39.3223392807,15.1002553124
building_212,building_226,24.1932270444,97.5315130161,4.0313560831
building_212,building_234,16.3178048392,73.8347556849,4.5247970798
building_212,building_256,30.2749641032,108.8209558865,3.5944206413
building_212,building_268,20.9759118861,81.5441534107,3.8875141092
building_213,building_250,18.3577376717,72.3392291096,3.9405307126
building_213,building_257,1.4199307559,30.0271884108,21.1469385299
building_214,building_219,25.2472527464,100.3662454466,3.9753333345
building_214,building_273,16.6221382791,71.9144109471,4.3264235768
building_215,building_229,23.9068268544,86.6376796042,3.6239723545
building_215,building_252,14.5701125902,69.7215383505,4.7852436225
building_215,building_263,11.7036114802,57.987828865,4.9546953061
building_217,building_229,29.5302331601,110.1867456223,3.7313198655
building_219,building_254,25.8003800952,97.6338444731,3.7842017875
building_219,building_273,1.6639542422,27.9645605509,16.8060874761
building_220,building_238,2.0885838524,32.8431960488,15.7251029259
building_221,building_224,5.7049272946,28.115971554,4.928366323
building_221,building_255,5.6486786862,43.2925234606,7.6641858859
building_221,building_267,2.1302444528,34.4293143289,16.1621424639
building_224,building_255,1.3941194064,33.0640790217,23.7168200009
building_224,building_267,6.9884159929,44.6598198157,6.3905497127
building_226,building_245,31.2267316223,109.5990058186,3.5097815277
building_226,building_247,26.9907099434,101.1738267405,3.7484685269
building_226,building_271,22.7973300583,87.7424488301,3.8488037242
building_229,building_257,27.7171125383,105.887686728,3.8203000613
building_229,building_263,28.8787001345,108.2661934657,3.748998153
building_233,building_251,27.2360060747,102.6465874566,3.7687826613
building_234,building_268,16.409161939,71.0654430781,4.3308392801
building_235,building_243,26.259246799,103.1715787662,3.9289618456
building_235,building_258,26.4402231811,97.2765839667,3.6791135725
building_236,building_266,21.3998745129,83.2859770646,3.8918909087
building_242,building_272,21.6817303262,87.4917164807,4.035273715
building_243,building_258,4.4610272252,39.8230348265,8.9268755414
building_244,building_269,25.326930042,98.0487977105,3.8713258002
building_245,building_271,5.9565686759,44.6262853428,7.4919450729
building_249,building_258,25.8003800293,95.9578313225,3.7192410039
building_249,building_260,1.4397884751,31.240346371,21.6978722298
building_250,building_257,16.2583021011,73.2161804352,4.5033103691
building_252,building_263,1.4201537312,34.2753564484,24.1349620786
building_252,building_269,29.2390322987,101.3617273792,3.4666580735
building_254,building_273,25.9096775073,101.9299388201,3.9340489202
building_255,building_267,4.6360602612,26.6075715944,5.7392635331
building_258,building_260,25.3441146575,93.7962207572,3.7009073714
building_263,building_269,30.0339668317,111.5309089274,3.7134924451
