building_id,source_component_id,original_centroid_x_m,original_centroid_y_m,transformed_centroid_x_m,transformed_centroid_y_m,centroid_spacing_scale,footprint_scale_xy,foundation_z_m,roof_z_m,height_above_ground_m,roof_z_difference_from_source_m
building_257,1592,-153.1238542944,0.8423700968,-382.809635736,2.1059252421,2.5,2.5,-0.05,42.6470588235,42.6470588235,25.3210514975
building_258,1594,-181.9521811901,-184.0411480955,-454.8804529754,-460.1028702388,2.5,2.5,-0.05,48.8235294118,48.8235294118,29.2264598147
building_259,1595,-104.9072660257,-210.1863866884,-262.2681650643,-525.465966721,2.5,2.5,-0.05,41.0294117647,41.0294117647,24.1795949149
building_260,1596,-194.1240479182,-227.6948230827,-485.3101197955,-569.2370577069,2.5,2.5,-0.05,48.3823529412,48.3823529412,29.0050635639
building_263,1602,-151.8540333318,-81.2856899438,-379.6350833296,-203.2142248595,2.5,2.5,-0.05,27.5,27.5,15.0091575092
building_266,1613,85.5362594755,-180.616529562,213.8406486888,-451.5413239049,2.5,2.5,-0.05,40,40,23.5897435897
building_267,1614,188.449201153,200.7552184842,471.1230028826,501.8880462105,2.5,2.5,-0.05,46.1764705882,46.1764705882,27.6416720534
building_268,1616,-31.785096748,-66.2496393797,-79.46274187,-165.6240984493,2.5,2.5,-0.05,28.8235294118,28.8235294118,15.8931264814
building_269,1617,-105.2138292856,-107.0737713847,-263.034573214,-267.6844284617,2.5,2.5,-0.05,28.5294117647,28.5294117647,15.6722689076
building_271,1623,0.0007139264,52.2372318944,0.001784816,130.5930797359,2.5,2.5,-0.05,30.5882352941,30.5882352941,16.9618616677
building_272,1630,25.4282051901,212.4166700332,63.5705129752,531.041675083,2.5,2.5,-0.05,23.9705882353,23.9705882353,12.7617970265
building_273,1633,126.1409308858,-31.2319982795,315.3523272145,-78.0799956988,2.5,2.5,-0.05,26.0294117647,26.0294117647,13.9048696402
building_274,1641,-4.0386547311,-214.0727273936,-10.0966368278,-535.181818484,2.5,2.5,-0.05,36.4705882353,36.4705882353,21.0859728507
